pedido_id,cliente_id,fecha_pedido,canal_venta,medio_pago,estado_pedido,tipo_envio,costo_envio
3212,713,2025-06-03,Online,Transferencia,Entregado,Entrega Estandar,10.03
3213,636,2025-06-03,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3214,1009,2025-06-04,Online,Transferencia,Entregado,Entrega Estandar,10.03
3215,466,2025-06-04,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.6
3216,110,2025-06-04,Online,Transferencia,Entregado,Entrega Estandar,10.62
3217,193,2025-06-04,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.83
3218,191,2025-06-05,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3219,274,2025-06-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.8
3220,380,2025-06-05,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.67
3221,1044,2025-06-05,Online,Transferencia,Entregado,Entrega Express,18.32
3222,619,2025-06-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.42
3223,1171,2025-06-06,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3224,758,2025-06-06,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3225,412,2025-06-06,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.39
3226,1111,2025-06-06,Online,Transferencia,Entregado,Entrega Estandar,11.21
3227,383,2025-06-06,Online,Tarjeta de Credito,Entregado,Entrega Express,11.99
3228,922,2025-06-06,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
3229,726,2025-06-06,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3230,173,2025-06-07,Online,Transferencia,Entregado,Entrega Estandar,9.92
3231,1052,2025-06-07,Online,Transferencia,Entregado,Entrega Estandar,9.57
3232,385,2025-06-07,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3233,546,2025-06-07,Online,Transferencia,Entregado,Entrega Estandar,9.99
3234,495,2025-06-07,Online,Transferencia,Entregado,Entrega Express,9.44
3235,796,2025-06-09,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
3236,937,2025-06-09,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3237,810,2025-06-10,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3238,1010,2025-06-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.71
3239,1002,2025-06-10,Online,Tarjeta de Credito,Entregado,Entrega Express,12.1
3240,407,2025-06-11,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3241,495,2025-06-11,Online,Transferencia,Entregado,Entrega Estandar,12.16
3242,329,2025-06-12,Online,Tarjeta de Credito,Entregado,Entrega Express,9.66
3243,834,2025-06-12,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3244,683,2025-06-12,Online,Tarjeta de Credito,Entregado,Entrega Estandar,51.73
3245,693,2025-06-12,Online,Transferencia,Cancelado,Entrega Estandar,0.0
3246,213,2025-06-12,Online,Transferencia,Entregado,Entrega Estandar,10.0
3247,213,2025-06-12,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
3248,968,2025-06-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.24
3249,274,2025-06-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.98
3250,331,2025-06-13,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3251,338,2025-06-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.81
3252,320,2025-06-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3253,561,2025-06-14,Online,Transferencia,Entregado,Entrega Estandar,42.5
3254,1114,2025-06-14,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3255,451,2025-06-14,Online,Tarjeta de Debito,Entregado,Entrega Estandar,41.79
3256,259,2025-06-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3257,468,2025-06-15,Online,Transferencia,Entregado,Entrega Estandar,11.97
3258,214,2025-06-15,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.38
3259,669,2025-06-15,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.01
3260,347,2025-06-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3261,670,2025-06-16,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3262,917,2025-06-16,Online,Transferencia,Entregado,Entrega Estandar,11.32
3263,725,2025-06-16,Online,Transferencia,Entregado,Entrega Estandar,9.23
3264,865,2025-06-16,Online,Transferencia,Entregado,Entrega Estandar,10.15
3265,1131,2025-06-16,Online,Tarjeta de Debito,Entregado,Entrega Estandar,12.24
3266,404,2025-06-16,Online,Transferencia,Entregado,Entrega Estandar,9.6
3267,1113,2025-06-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3268,166,2025-06-17,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3269,422,2025-06-18,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.27
3270,141,2025-06-19,Online,Tarjeta de Debito,Entregado,Entrega Estandar,49.56
3271,213,2025-06-19,Online,Tarjeta de Debito,Entregado,Entrega Estandar,33.34
3272,850,2025-06-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.46
3273,1024,2025-06-20,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3274,43,2025-06-20,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.03
3275,1052,2025-06-20,Online,Transferencia,Entregado,Entrega Estandar,11.85
3276,466,2025-06-20,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3277,166,2025-06-20,Online,Transferencia,Entregado,Entrega Estandar,12.15
3278,552,2025-06-21,Online,Transferencia,Entregado,Entrega Estandar,11.71
3279,1049,2025-06-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,54.08
3280,1060,2025-06-21,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3281,110,2025-06-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.31
3282,289,2025-06-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,30.22
3283,291,2025-06-21,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3284,728,2025-06-21,Online,Transferencia,Entregado,Entrega Estandar,9.33
3285,359,2025-06-22,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3286,514,2025-06-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.97
3287,1013,2025-06-22,Online,Transferencia,Entregado,Entrega Estandar,12.09
3288,909,2025-06-22,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3289,1025,2025-06-22,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3290,239,2025-06-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,42.49
3291,1043,2025-06-24,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3292,621,2025-06-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3293,796,2025-06-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3294,137,2025-06-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.49
3295,127,2025-06-25,Online,Transferencia,Entregado,Entrega Estandar,12.14
3296,964,2025-06-25,Online,Transferencia,Entregado,Entrega Estandar,28.83
3297,820,2025-06-25,Online,Transferencia,Entregado,Entrega Estandar,9.79
3298,552,2025-06-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.77
3299,1158,2025-06-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.55
3300,121,2025-06-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.98
3301,950,2025-06-26,Online,Tarjeta de Credito,Entregado,Entrega Express,9.77
3302,682,2025-06-26,Online,Tarjeta de Debito,Entregado,Entrega Express,10.63
3303,191,2025-06-27,Online,Tarjeta de Debito,Entregado,Entrega Estandar,28.23
3304,718,2025-06-27,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3305,508,2025-06-27,Online,Transferencia,Cancelado,Entrega Estandar,0.0
3306,820,2025-06-28,Online,Transferencia,Entregado,Entrega Estandar,53.81
3307,495,2025-06-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3308,950,2025-06-29,Online,Transferencia,Devuelto,Entrega Express,9.97
3309,1038,2025-06-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,16.35
3310,561,2025-06-30,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3311,214,2025-06-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.24
3312,552,2025-06-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,25.14
3313,542,2025-06-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,41.65
3314,1060,2025-07-01,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3315,990,2025-07-01,Online,Transferencia,Entregado,Entrega Estandar,9.64
3316,806,2025-07-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,24.12
3317,955,2025-07-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.5
3318,481,2025-07-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3319,935,2025-07-02,Online,Transferencia,Entregado,Entrega Estandar,11.45
3320,392,2025-07-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3321,925,2025-07-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3322,621,2025-07-02,Online,Tarjeta de Credito,Entregado,Entrega Express,70.03
3323,1017,2025-07-02,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3324,1082,2025-07-03,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.5
3325,239,2025-07-03,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.53
3326,385,2025-07-03,Online,Transferencia,Entregado,Entrega Estandar,9.26
3327,360,2025-07-04,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3328,1116,2025-07-04,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.19
3329,35,2025-07-05,Online,Transferencia,Devuelto,Entrega Estandar,12.37
3330,930,2025-07-05,Online,Transferencia,Entregado,Entrega Express,10.35
3331,1096,2025-07-05,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.5
3332,956,2025-07-06,Online,Transferencia,Entregado,Entrega Estandar,11.47
3333,453,2025-07-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.28
3334,970,2025-07-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.17
3335,1122,2025-07-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.32
3336,849,2025-07-07,Online,Transferencia,Entregado,Entrega Estandar,25.21
3337,717,2025-07-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.92
3338,635,2025-07-08,Online,Transferencia,Devuelto,Entrega Estandar,10.2
3339,843,2025-07-08,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.65
3340,187,2025-07-09,Online,Transferencia,Entregado,Entrega Estandar,10.12
3341,35,2025-07-09,Online,Transferencia,Entregado,Entrega Estandar,10.44
3342,286,2025-07-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.75
3343,173,2025-07-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,21.62
3344,728,2025-07-09,Online,Transferencia,Entregado,Entrega Express,11.11
3345,564,2025-07-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,12.0
3346,101,2025-07-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,12.06
3347,431,2025-07-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.53
3348,1138,2025-07-11,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.34
3349,317,2025-07-11,Online,Transferencia,Entregado,Entrega Estandar,11.29
3350,859,2025-07-12,Online,Transferencia,Entregado,Entrega Estandar,12.34
3351,1177,2025-07-13,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.33
3352,881,2025-07-13,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3353,555,2025-07-13,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.44
3354,240,2025-07-13,Online,Transferencia,Entregado,Entrega Estandar,10.91
3355,820,2025-07-14,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3356,508,2025-07-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,52.1
3357,655,2025-07-14,Online,Tarjeta de Credito,Entregado,Entrega Express,9.47
3358,238,2025-07-14,Online,Transferencia,Entregado,Entrega Estandar,9.72
3359,1038,2025-07-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3360,1011,2025-07-15,Online,Transferencia,Cancelado,Entrega Estandar,0.0
3361,162,2025-07-15,Online,Transferencia,Entregado,Entrega Estandar,11.27
3362,639,2025-07-15,Online,Transferencia,Entregado,Entrega Estandar,9.42
3363,731,2025-07-16,Online,Transferencia,Entregado,Entrega Estandar,10.83
3364,245,2025-07-16,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.06
3365,1015,2025-07-17,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3366,612,2025-07-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.61
3367,957,2025-07-18,Online,Transferencia,Entregado,Entrega Estandar,47.96
3368,385,2025-07-19,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3369,950,2025-07-19,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3370,34,2025-07-19,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.72
3371,358,2025-07-20,Online,Transferencia,Entregado,Entrega Estandar,10.17
3372,255,2025-07-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3373,359,2025-07-21,Online,Transferencia,Entregado,Entrega Estandar,9.94
3374,291,2025-07-21,Online,Transferencia,Entregado,Entrega Estandar,11.78
3375,1075,2025-07-21,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3376,34,2025-07-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.31
3377,1170,2025-07-21,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.46
3378,1111,2025-07-21,Online,Tarjeta de Credito,Entregado,Entrega Estandar,25.54
3379,358,2025-07-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,45.81
3380,813,2025-07-22,Online,Transferencia,Entregado,Entrega Estandar,9.29
3381,843,2025-07-23,Online,Transferencia,Entregado,Entrega Express,9.38
3382,466,2025-07-23,Fisico,Tarjeta de Debito,Devuelto,Retiro en Tienda,0.0
3383,843,2025-07-23,Online,Tarjeta de Credito,Entregado,Entrega Express,42.81
3384,1087,2025-07-23,Online,Transferencia,Entregado,Entrega Estandar,9.65
3385,990,2025-07-24,Online,Transferencia,Entregado,Entrega Estandar,32.23
3386,441,2025-07-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.47
3387,1166,2025-07-25,Online,Transferencia,Entregado,Entrega Express,9.84
3388,922,2025-07-26,Online,Transferencia,Entregado,Entrega Estandar,11.04
3389,932,2025-07-26,Online,Transferencia,Entregado,Entrega Estandar,10.83
3390,46,2025-07-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,26.06
3391,1017,2025-07-26,Online,Transferencia,Entregado,Entrega Estandar,11.17
3392,255,2025-07-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,46.81
3393,729,2025-07-26,Online,Transferencia,Entregado,Entrega Estandar,11.55
3394,121,2025-07-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.79
3395,506,2025-07-27,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3396,806,2025-07-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.05
3397,274,2025-07-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.24
3398,486,2025-07-27,Online,Transferencia,Entregado,Entrega Estandar,9.35
3399,46,2025-07-27,Online,Transferencia,Entregado,Entrega Estandar,11.21
3400,382,2025-07-28,Online,Transferencia,Entregado,Entrega Estandar,30.48
3401,272,2025-07-28,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3402,255,2025-07-28,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3403,796,2025-07-28,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.78
3404,1094,2025-07-29,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3405,397,2025-07-29,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3406,210,2025-07-29,Online,Transferencia,Entregado,Entrega Estandar,9.2
3407,191,2025-07-29,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3408,1090,2025-07-30,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3409,1038,2025-07-30,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.01
3410,844,2025-07-31,Online,Transferencia,Entregado,Entrega Estandar,12.37
3411,673,2025-07-31,Online,Transferencia,Entregado,Entrega Estandar,10.72
3412,115,2025-07-31,Online,Transferencia,Entregado,Entrega Express,10.81
3413,481,2025-08-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.35
3414,542,2025-08-01,Online,Transferencia,Entregado,Entrega Estandar,11.11
3415,481,2025-08-01,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3416,1093,2025-08-01,Online,Tarjeta de Credito,Entregado,Entrega Express,10.94
3417,820,2025-08-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,18.78
3418,1044,2025-08-02,Online,Transferencia,Entregado,Entrega Estandar,11.1
3419,288,2025-08-03,Online,Tarjeta de Credito,Entregado,Entrega Estandar,35.36
3420,6,2025-08-03,Online,Transferencia,Entregado,Entrega Estandar,10.96
3421,1116,2025-08-03,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3422,979,2025-08-04,Online,Transferencia,Entregado,Entrega Estandar,11.81
3423,622,2025-08-04,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3424,210,2025-08-04,Online,Transferencia,Devuelto,Entrega Estandar,11.75
3425,1081,2025-08-04,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
3426,640,2025-08-05,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.41
3427,43,2025-08-05,Online,Transferencia,Entregado,Entrega Estandar,11.24
3428,137,2025-08-06,Online,Tarjeta de Credito,Entregado,Entrega Estandar,49.84
3429,1066,2025-08-07,Online,Transferencia,Entregado,Entrega Estandar,10.76
3430,978,2025-08-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.22
3431,864,2025-08-07,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.37
3432,258,2025-08-07,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.0
3433,237,2025-08-08,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
3434,380,2025-08-08,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.67
3435,502,2025-08-08,Online,Transferencia,Entregado,Entrega Estandar,10.13
3436,468,2025-08-08,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.53
3437,561,2025-08-08,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3438,376,2025-08-09,Online,Transferencia,Entregado,Entrega Estandar,9.94
3439,112,2025-08-09,Online,Transferencia,Entregado,Entrega Estandar,11.3
3440,938,2025-08-09,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.46
3441,114,2025-08-09,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.73
3442,287,2025-08-09,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3443,730,2025-08-10,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.14
3444,493,2025-08-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.26
3445,435,2025-08-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.77
3446,557,2025-08-10,Online,Transferencia,Entregado,Entrega Estandar,47.68
3447,82,2025-08-10,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.18
3448,941,2025-08-11,Online,Tarjeta de Debito,Entregado,Entrega Estandar,25.79
3449,358,2025-08-11,Online,Transferencia,Entregado,Entrega Estandar,24.38
3450,1052,2025-08-11,Online,Transferencia,Entregado,Entrega Estandar,41.96
3451,359,2025-08-12,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3452,980,2025-08-12,Online,Transferencia,Entregado,Entrega Estandar,11.32
3453,542,2025-08-12,Online,Tarjeta de Debito,Entregado,Entrega Estandar,51.97
3454,994,2025-08-12,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3455,932,2025-08-12,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3456,728,2025-08-13,Online,Transferencia,Entregado,Entrega Express,74.95
3457,383,2025-08-13,Online,Tarjeta de Credito,Entregado,Entrega Estandar,17.51
3458,921,2025-08-13,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3459,246,2025-08-14,Online,Transferencia,Entregado,Entrega Estandar,10.93
3460,34,2025-08-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3461,1133,2025-08-14,Online,Transferencia,Entregado,Entrega Estandar,11.29
3462,353,2025-08-14,Online,Tarjeta de Debito,Cancelado,Entrega Estandar,0.0
3463,153,2025-08-14,Online,Transferencia,Entregado,Entrega Estandar,12.07
3464,800,2025-08-14,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3465,1176,2025-08-14,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.92
3466,385,2025-08-15,Online,Transferencia,Entregado,Entrega Estandar,10.17
3467,713,2025-08-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3468,922,2025-08-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3469,917,2025-08-15,Fisico,Transferencia,Devuelto,Retiro en Tienda,0.0
3470,879,2025-08-15,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3471,1081,2025-08-16,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.6
3472,1147,2025-08-16,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.22
3473,272,2025-08-16,Online,Transferencia,Entregado,Entrega Estandar,11.44
3474,189,2025-08-16,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3475,153,2025-08-17,Online,Transferencia,Entregado,Entrega Estandar,11.86
3476,203,2025-08-17,Online,Transferencia,Entregado,Entrega Estandar,11.62
3477,1133,2025-08-17,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.67
3478,524,2025-08-17,Online,Tarjeta de Debito,Entregado,Entrega Estandar,42.11
3479,227,2025-08-17,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
3480,1015,2025-08-18,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3481,1083,2025-08-18,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3482,291,2025-08-18,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.15
3483,956,2025-08-18,Online,Transferencia,Entregado,Entrega Estandar,11.56
3484,100,2025-08-20,Online,Transferencia,Entregado,Entrega Estandar,10.5
3485,622,2025-08-20,Online,Transferencia,Cancelado,Entrega Estandar,0.0
3486,396,2025-08-20,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.69
3487,509,2025-08-21,Online,Transferencia,Entregado,Entrega Estandar,10.68
3488,522,2025-08-21,Online,Transferencia,Entregado,Entrega Estandar,9.64
3489,1052,2025-08-21,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3490,419,2025-08-22,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.46
3491,1009,2025-08-23,Online,Transferencia,Entregado,Entrega Estandar,12.35
3492,922,2025-08-23,Online,Transferencia,Entregado,Entrega Estandar,11.49
3493,234,2025-08-23,Online,Transferencia,Entregado,Entrega Estandar,10.41
3494,353,2025-08-23,Fisico,Tarjeta de Debito,Entregado,Retiro en Tienda,0.0
3495,7,2025-08-23,Online,Transferencia,Entregado,Entrega Estandar,9.89
3496,859,2025-08-23,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3497,937,2025-08-24,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.44
3498,166,2025-08-24,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3499,529,2025-08-24,Online,Transferencia,Entregado,Entrega Estandar,11.05
3500,752,2025-08-24,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.84
3501,586,2025-08-24,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.85
3502,886,2025-08-24,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.64
3503,664,2025-08-25,Online,Transferencia,Entregado,Entrega Estandar,9.29
3504,383,2025-08-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.09
3505,435,2025-08-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,52.62
3506,358,2025-08-25,Online,Tarjeta de Credito,Entregado,Entrega Estandar,44.56
3507,723,2025-08-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.38
3508,703,2025-08-26,Online,Transferencia,Entregado,Entrega Estandar,30.91
3509,725,2025-08-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3510,1200,2025-08-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.57
3511,289,2025-08-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,11.93
3512,422,2025-08-26,Online,Tarjeta de Credito,Entregado,Entrega Estandar,47.22
3513,1111,2025-08-26,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3514,407,2025-08-26,Online,Transferencia,Entregado,Entrega Estandar,51.16
3515,508,2025-08-26,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.82
3516,542,2025-08-27,Online,Transferencia,Entregado,Entrega Estandar,9.32
3517,566,2025-08-27,Online,Transferencia,Entregado,Entrega Estandar,11.55
3518,231,2025-08-27,Online,Tarjeta de Credito,Entregado,Entrega Estandar,11.21
3519,1051,2025-08-28,Online,Transferencia,Entregado,Entrega Estandar,9.25
3520,1052,2025-08-28,Online,Transferencia,Entregado,Entrega Estandar,43.69
3521,283,2025-08-28,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3522,1042,2025-08-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3523,291,2025-08-29,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.96
3524,1177,2025-08-29,Online,Transferencia,Devuelto,Entrega Estandar,10.35
3525,275,2025-08-29,Fisico,Transferencia,Entregado,Retiro en Tienda,0.0
3526,203,2025-08-29,Online,Transferencia,Entregado,Entrega Estandar,10.14
3527,932,2025-08-30,Online,Tarjeta de Credito,Entregado,Entrega Estandar,10.06
3528,338,2025-08-31,Online,Transferencia,Entregado,Entrega Estandar,10.51
3529,1103,2025-08-31,Online,Tarjeta de Debito,Entregado,Entrega Estandar,10.57
3530,239,2025-08-31,Online,Tarjeta de Credito,Cancelado,Entrega Estandar,0.0
3531,735,2025-08-31,Online,Tarjeta de Debito,Entregado,Entrega Estandar,9.81
3532,1060,2025-09-01,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3533,602,2025-09-01,Online,Tarjeta de Credito,Entregado,Entrega Estandar,9.72
3534,234,2025-09-02,Online,Tarjeta de Credito,Entregado,Entrega Estandar,12.29
3535,336,2025-09-02,Online,Transferencia,Entregado,Entrega Estandar,51.96
3536,622,2025-09-02,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3537,1038,2025-09-03,Fisico,Tarjeta de Credito,Entregado,Retiro en Tienda,0.0
3538,682,2025-09-03,Online,Tarjeta de Credito,Entregado,Entrega Express,11.51
